,author,published,uploaded,likes,text
0,paloma targino da silva,2023-07-24T10:49:46Z,2023-07-24T10:49:46Z,2,"Oii, vc sabe qual horário das aulas na parte da manhã na Unip??? Obrigada ❤"
1,Amanda,2023-03-10T11:48:22Z,2023-03-10T11:48:22Z,1,"Olá , suas aulas são quantos minutos ? Aqui só e 50 minu de aula ."
2,Lukaas27,2023-03-03T05:21:05Z,2023-03-03T05:21:05Z,1,O ensino de forma geral é bom ?
