,author,published,uploaded,likes,text
0,l believe oficial,2023-05-20T11:36:53Z,2023-05-20T11:36:53Z,0,"Adorei seu vídeo, mais a unip dá livros 📚para os alunos, ou tudo é no app ou  seja tudo em PDF."
1,Rose Pinheiro,2023-02-15T00:12:51Z,2023-02-15T00:12:51Z,0,Qual o link desse site?
2,luciana cristina,2022-08-06T17:46:35Z,2022-08-06T17:46:35Z,0,vc é aluno ou professor?
